crop,region,month,quantity_kg,price_per_kg
Onion,Eritrea,1,100.0,8.46
Tomato,Togo,11,500.0,467.79
Coffee,Zambia,9,50.0,94.22
Plantain,Niger,3,10.0,350.77
Cocoa,Algeria,8,100.0,415.83
Beans,Togo,11,250.0,657.08
Coffee,Equatorial Guinea,11,250.0,1825.47
Onion,Botswana,11,50.0,8.27
Tomato,Eritrea,2,250.0,9.12
Cocoa,Tunisia,11,25.0,8.77
Onion,South Sudan,4,250.0,1770.75
Irish Potato,Gambia,2,50.0,39.34
Onion,Namibia,6,1000.0,9.61
Cocoa,Madagascar,12,250.0,11636.94
Tomato,South Africa,5,250.0,10.72
Rice,Tunisia,5,250.0,2.86
Plantain,Ghana,1,100.0,7.67
Irish Potato,Senegal,6,10.0,254.93
Coffee,Senegal,11,1000.0,1625.91
Plantain,Djibouti,11,100.0,74.97
Rice,Angola,4,100.0,873.07
Maize,Ghana,10,50.0,5.05
Tomato,Kenya,8,500.0,93.54
Beans,Somalia,11,500.0,652.9
Rice,Mozambique,4,250.0,61.56
Rice,Senegal,6,50.0,552.88
Onion,Zimbabwe,5,25.0,15.34
Coffee,Cameroon,5,1000.0,2190.69
Onion,Comoros,1,250.0,230.47
Coffee,Libya,8,1000.0,15.36
Cassava,Mauritius,11,250.0,8.22
Onion,Tanzania,4,100.0,1344.62
Beans,Burkina Faso,7,10.0,597.48
Tomato,Cote d'Ivoire,9,1000.0,461.77
Cassava,Zimbabwe,7,500.0,5.09
Cassava,Burkina Faso,11,500.0,95.99
Tomato,Djibouti,9,500.0,129.37
Coffee,Senegal,1,1000.0,1736.44
Plantain,Seychelles,8,50.0,6.01
Tomato,Namibia,3,250.0,9.67
Onion,Kenya,7,250.0,79.03
Irish Potato,Djibouti,6,50.0,71.57
Plantain,Gambia,5,250.0,34.13
Cassava,Tanzania,10,500.0,454.66
Beans,Ethiopia,9,250.0,126.35
Rice,Liberia,4,50.0,174.1
Onion,Zimbabwe,12,1000.0,11.75
Maize,Comoros,9,1000.0,114.32
Tomato,Zambia,4,10.0,15.98
Rice,Namibia,12,1000.0,11.66
Cocoa,Eritrea,1,250.0,38.33
Beans,Namibia,12,1000.0,19.75
Plantain,Cabo Verde,3,250.0,50.19
Beans,Lesotho,11,25.0,21.39
Coffee,Somalia,7,50.0,2326.47
Cassava,Ethiopia,6,10.0,28.17
Irish Potato,Lesotho,8,10.0,8.28
Onion,Seychelles,2,100.0,6.78
Onion,Uganda,1,100.0,1908.73
Onion,Congo (Republic),1,250.0,302.82
Rice,Namibia,8,250.0,14.52
Maize,Central African Republic,12,50.0,206.75
Coffee,Somalia,6,250.0,2278.42
Coffee,Namibia,2,100.0,68.2
Rice,Comoros,9,10.0,310.01
Coffee,Eritrea,5,500.0,64.82
Coffee,Cabo Verde,6,10.0,407.26
Coffee,Comoros,9,10.0,1592.86
Cocoa,Zimbabwe,8,50.0,79.64
Rice,Lesotho,9,25.0,12.29
Cassava,Gambia,9,1000.0,12.17
Cassava,Nigeria,12,25.0,318.89
Cocoa,Equatorial Guinea,12,500.0,1461.39
Maize,Mozambique,6,50.0,21.91
Beans,Eritrea,12,50.0,19.64
Maize,Mauritania,7,25.0,12.18
Coffee,South Sudan,3,100.0,12933.76
Rice,Lesotho,12,250.0,13.54
Beans,Algeria,2,100.0,154.35
Cocoa,Burundi,8,500.0,9099.78
Beans,Benin,3,500.0,591.05
Onion,Congo (Republic),10,250.0,357.96
Irish Potato,Nigeria,2,100.0,862.56
Cocoa,Gambia,2,50.0,191.99
Onion,Benin,8,25.0,400.13
Plantain,Mauritania,8,10.0,17.7
Plantain,Gabon,2,250.0,295.96
Onion,Guinea,1,100.0,4110.1
Onion,Cabo Verde,5,500.0,54.57
Beans,Sierra Leone,8,1000.0,19543.3
Rice,Mozambique,12,25.0,56.01
Irish Potato,Mali,11,25.0,333.54
Cocoa,Mali,5,1000.0,1707.78
Onion,Sudan,6,100.0,360.97
Cassava,Sao Tome and Principe,5,10.0,5.75
Cocoa,Zimbabwe,4,1000.0,64.33
Tomato,Botswana,12,25.0,9.64
Rice,Burkina Faso,10,100.0,445.39
Plantain,Sudan,3,100.0,312.44
Cassava,Libya,8,10.0,1.12
Cassava,Mauritius,1,250.0,8.55
Plantain,Egypt,4,10.0,25.97
Tomato,Ghana,11,100.0,11.3
Onion,Zimbabwe,8,500.0,15.14
Tomato,Mauritania,5,100.0,26.77
Coffee,Zimbabwe,1,500.0,78.19
Beans,Liberia,6,50.0,185.58
Maize,Sao Tome and Principe,11,25.0,7.38
Cocoa,Cabo Verde,6,25.0,348.28
Maize,Cameroon,2,500.0,186.03
Tomato,Mozambique,11,1000.0,40.48
Coffee,Somalia,6,25.0,2116.5
Coffee,Rwanda,11,500.0,3929.94
Onion,Rwanda,4,25.0,772.45
Coffee,Tunisia,2,100.0,11.43
Onion,Mauritania,4,1000.0,17.95
Cocoa,Djibouti,7,1000.0,524.57
Maize,Guinea,4,500.0,2873.66
Cassava,Egypt,5,250.0,10.21
Rice,Niger,7,100.0,497.75
Onion,Sao Tome and Principe,6,100.0,13.87
Onion,Sao Tome and Principe,9,1000.0,12.07
Rice,Botswana,1,500.0,10.4
Irish Potato,Burkina Faso,7,250.0,244.46
Rice,Comoros,9,100.0,328.82
Onion,Ghana,10,1000.0,8.4
Cassava,Senegal,4,500.0,122.48
Tomato,Madagascar,9,25.0,3489.41
Beans,Libya,9,25.0,5.22
Rice,Mauritius,5,10.0,38.04
Cassava,South Sudan,10,25.0,563.08
Maize,Burundi,7,1000.0,717.23
Irish Potato,Lesotho,11,100.0,8.48
Coffee,Rwanda,10,10.0,4581.13
Coffee,Comoros,10,250.0,1479.68
Rice,Botswana,1,500.0,9.91
Maize,Burkina Faso,12,25.0,189.42
Plantain,Cabo Verde,4,500.0,47.7
Coffee,Ghana,10,500.0,46.94
Rice,Sudan,4,250.0,585.44
Coffee,Madagascar,10,25.0,16302.29
Coffee,Guinea,9,1000.0,25572.72
Maize,Libya,10,500.0,1.48
Tomato,Burkina Faso,2,1000.0,307.28
Cassava,Tanzania,11,250.0,452.26
Coffee,Ghana,5,25.0,69.0
Cocoa,Nigeria,10,10.0,4461.29
Rice,Guinea-Bissau,2,100.0,495.13
Irish Potato,Burkina Faso,9,250.0,266.12
Cassava,Mauritius,8,100.0,10.0
Cocoa,Guinea-Bissau,6,50.0,2032.99
Irish Potato,Senegal,3,10.0,309.47
Irish Potato,Libya,6,100.0,2.06
Maize,South Africa,5,500.0,5.44
Onion,Guinea,1,10.0,4398.33
Rice,Guinea,7,50.0,6231.97
Cocoa,Sao Tome and Principe,10,100.0,62.46
Tomato,Togo,8,10.0,505.07
Maize,Guinea,11,1000.0,2350.78
Irish Potato,Gambia,10,500.0,30.94
Irish Potato,Burkina Faso,10,50.0,310.49
Maize,Algeria,8,100.0,38.11
Cassava,South Sudan,2,25.0,641.73
Onion,Chad,4,25.0,349.49
Beans,Zimbabwe,4,25.0,26.54
Rice,Gabon,9,100.0,477.49
Coffee,Cameroon,1,50.0,2221.84
Tomato,South Africa,10,500.0,12.65
Onion,Guinea,3,500.0,4282.57
Irish Potato,Sudan,7,10.0,260.42
Cassava,Cameroon,4,500.0,128.38
Plantain,Somalia,3,250.0,299.88
Beans,Senegal,9,10.0,664.43
Rice,Eritrea,6,500.0,11.16
Tomato,Kenya,7,500.0,85.78
Cocoa,Niger,5,50.0,1941.17
Maize,Congo (Republic),11,100.0,214.42
Coffee,Sierra Leone,5,250.0,93881.57
Coffee,Burundi,2,10.0,11010.24
Coffee,Madagascar,6,1000.0,16139.66
Maize,Congo (DRC),9,250.0,729.27
Onion,Botswana,11,250.0,7.99
Coffee,Cote d'Ivoire,1,10.0,2156.2
Beans,Rwanda,3,25.0,1499.25
Plantain,Senegal,2,50.0,296.84
Rice,Egypt,6,25.0,43.79
Tomato,Somalia,7,10.0,420.85
Cassava,Djibouti,9,10.0,38.68
Rice,Cabo Verde,11,25.0,69.52
Maize,Ghana,7,100.0,4.56
Irish Potato,Ethiopia,2,100.0,64.73
Irish Potato,Zambia,1,10.0,14.11
Maize,Comoros,5,50.0,152.96
Cocoa,Senegal,5,1000.0,1822.81
Cocoa,Cote d'Ivoire,3,500.0,1816.49
Irish Potato,Liberia,7,500.0,77.52
Cassava,Malawi,2,10.0,379.5
Beans,Zimbabwe,12,25.0,32.25
Tomato,Liberia,6,50.0,145.14
Cassava,Comoros,12,100.0,83.75
Cocoa,Sierra Leone,9,50.0,71374.86
Coffee,Egypt,5,50.0,215.37
Cocoa,South Africa,5,50.0,59.71
Cassava,South Africa,6,10.0,4.06
Rice,Libya,4,500.0,4.46
Cassava,Lesotho,4,1000.0,3.75
Plantain,Seychelles,7,10.0,5.97
Plantain,Madagascar,4,25.0,2293.13
Beans,Sudan,3,100.0,658.3
Beans,Botswana,5,250.0,13.69
Cassava,Gambia,11,25.0,11.85
Rice,Equatorial Guinea,9,10.0,453.7
Cassava,Madagascar,8,1000.0,752.6
Irish Potato,Congo (DRC),6,500.0,1126.67
Cassava,Uganda,5,50.0,926.32
Maize,Sudan,9,1000.0,149.05
Rice,South Africa,6,500.0,15.43
Cocoa,Lesotho,10,250.0,48.68
Coffee,Seychelles,6,50.0,57.12
Rice,Comoros,1,50.0,382.96
Cocoa,Mauritania,11,500.0,101.96
Maize,Gabon,11,500.0,200.36
Onion,Zambia,9,1000.0,14.56
Tomato,Sudan,12,100.0,401.07
Plantain,Somalia,4,25.0,283.43
Plantain,Comoros,12,1000.0,189.22
Beans,South Africa,9,100.0,19.32
Beans,Tunisia,6,50.0,2.7
Cassava,Burkina Faso,9,250.0,122.59
Maize,Mauritius,3,10.0,16.34
Beans,Tanzania,4,250.0,2603.26
Tomato,Burkina Faso,2,25.0,395.29
Rice,Rwanda,3,250.0,1185.9
Rice,South Sudan,11,50.0,2162.37
Cassava,Ghana,7,1000.0,3.0
Tomato,Madagascar,8,500.0,3124.69
Coffee,Gambia,6,250.0,291.11
Maize,Central African Republic,12,100.0,201.0
Coffee,Rwanda,9,250.0,4724.55
Cocoa,Comoros,6,50.0,1581.38
Cassava,Sierra Leone,6,500.0,4719.28
Rice,Chad,12,50.0,478.53
Beans,Central African Republic,6,25.0,568.62
Plantain,Comoros,11,10.0,197.31
Beans,Sudan,8,10.0,655.18
Coffee,Malawi,12,100.0,5826.34
Coffee,Algeria,5,10.0,584.72
Irish Potato,Zambia,10,50.0,12.39
Coffee,Zimbabwe,3,500.0,92.87
Tomato,Liberia,2,1000.0,110.13
Tomato,Mozambique,6,500.0,40.2
Rice,Uganda,4,1000.0,3150.12
Tomato,Congo (DRC),1,500.0,1842.71
Irish Potato,Mali,10,10.0,289.13
Rice,Uganda,11,10.0,2544.21
Tomato,South Sudan,2,10.0,1794.71
Onion,Gambia,4,500.0,33.1
Tomato,Cameroon,3,25.0,327.83
Tomato,Benin,2,250.0,363.17
Maize,Seychelles,9,500.0,4.16
Onion,Central African Republic,2,250.0,287.74
Plantain,Liberia,9,10.0,79.44
Cocoa,Mauritania,10,100.0,110.93
Onion,South Africa,8,500.0,11.68
Tomato,Niger,8,10.0,512.96
Plantain,Somalia,2,50.0,282.55
Rice,Cabo Verde,2,25.0,88.15
Beans,South Africa,12,1000.0,20.49
Irish Potato,Gabon,2,250.0,303.04
Plantain,Congo (Republic),12,250.0,269.81
Plantain,Sao Tome and Principe,11,10.0,10.33
Beans,Senegal,8,25.0,640.62
Cassava,Mauritania,1,250.0,7.98
Tomato,Mali,6,25.0,410.58
Cocoa,Central African Republic,11,100.0,1581.6
Plantain,Togo,2,25.0,332.85
Plantain,Mauritania,12,50.0,19.65
Irish Potato,Libya,1,25.0,2.79
Tomato,Niger,6,500.0,365.44
Tomato,Burundi,7,50.0,2173.46
Cassava,Senegal,7,1000.0,109.44
Tomato,Libya,1,1000.0,2.73
Onion,Malawi,7,100.0,1114.11
Beans,Senegal,2,25.0,700.18
Maize,Tanzania,10,1000.0,678.64
Cocoa,Zimbabwe,11,500.0,64.1
Cocoa,Guinea,7,500.0,26522.16
Tomato,Mali,1,1000.0,316.8
Tomato,Morocco,11,50.0,7.37
Beans,Eswatini,4,50.0,18.94
Cassava,Botswana,5,10.0,3.01
Maize,Equatorial Guinea,9,10.0,162.73
Maize,Comoros,11,10.0,161.09
Onion,Malawi,1,50.0,932.67
Plantain,Cabo Verde,12,250.0,46.14
Rice,Cameroon,11,25.0,445.67
Cassava,Central African Republic,2,10.0,133.27
Cocoa,Mauritius,7,25.0,157.84
Plantain,Burundi,10,50.0,1347.36
Cocoa,Mauritius,1,250.0,120.98
Cassava,Morocco,3,1000.0,1.76
Tomato,Gambia,2,500.0,41.32
Cocoa,Senegal,12,25.0,1651.65
Cassava,Rwanda,6,250.0,294.07
Coffee,Guinea-Bissau,2,500.0,2292.58
Rice,Kenya,4,10.0,125.89
Beans,Lesotho,8,10.0,19.36
Rice,Ghana,10,50.0,11.1
Onion,Libya,6,100.0,3.08
Rice,Mozambique,8,50.0,51.34
Maize,Sudan,11,50.0,197.73
Maize,South Sudan,4,50.0,1086.9
Cassava,Sierra Leone,5,250.0,5567.3
Beans,Kenya,11,100.0,161.5
Rice,Comoros,4,100.0,405.84
Beans,Guinea-Bissau,1,25.0,733.04
Rice,Kenya,2,250.0,101.51
Cassava,Senegal,3,25.0,127.55
Cocoa,Tunisia,7,1000.0,9.05
Irish Potato,Ghana,12,500.0,7.84
Plantain,Cabo Verde,8,10.0,42.34
Beans,Seychelles,4,250.0,13.25
Tomato,Central African Republic,5,10.0,388.29
Cassava,Sudan,5,100.0,142.06
Maize,Egypt,5,250.0,15.01
Beans,Burkina Faso,7,100.0,624.4
Plantain,Benin,10,100.0,240.31
Plantain,Seychelles,11,100.0,5.93
Cocoa,South Africa,2,25.0,52.99
Coffee,Cabo Verde,1,100.0,351.56
Onion,Somalia,5,100.0,351.61
Cassava,Mauritania,11,250.0,7.05
Irish Potato,Comoros,9,250.0,216.85
Irish Potato,Congo (DRC),5,100.0,1272.89
Maize,Guinea,3,25.0,3118.53
Tomato,Eritrea,1,1000.0,8.85
Irish Potato,Burundi,7,10.0,1336.95
Onion,Djibouti,4,500.0,86.53
Cassava,South Sudan,7,10.0,655.33
Coffee,Senegal,1,500.0,2077.0
Beans,Kenya,8,25.0,129.15
Tomato,Somalia,4,1000.0,280.23
Beans,Rwanda,3,25.0,1602.33
Beans,Mali,11,50.0,755.61
Maize,Senegal,8,100.0,166.14
Cocoa,Comoros,6,25.0,1484.36
Irish Potato,South Sudan,1,25.0,1708.73
Coffee,Seychelles,11,500.0,42.32
Onion,Eswatini,11,500.0,10.09
Irish Potato,Congo (DRC),3,50.0,1507.85
Beans,Liberia,6,1000.0,159.64
Irish Potato,Egypt,8,1000.0,16.93
Tomato,Algeria,4,500.0,80.92
Coffee,Namibia,12,50.0,58.3
Maize,Somalia,12,1000.0,179.56
Plantain,South Sudan,11,250.0,1348.25
Onion,Burundi,9,10.0,1856.77
Tomato,Guinea,1,500.0,5328.15
Plantain,Seychelles,1,100.0,6.51
Plantain,Libya,12,500.0,2.11
Cassava,Libya,10,1000.0,0.75
Cocoa,Tanzania,7,10.0,9090.77
Cocoa,Togo,3,1000.0,1689.79
Rice,Kenya,9,500.0,83.87
Tomato,Tunisia,5,25.0,2.1
Beans,Senegal,4,50.0,625.2
Irish Potato,Eritrea,6,1000.0,5.51
Rice,Zimbabwe,6,50.0,21.88
Cocoa,Congo (DRC),1,100.0,8149.75
Cocoa,Algeria,7,100.0,426.47
Tomato,Guinea,7,100.0,6419.79
Onion,Libya,9,500.0,2.98
Cocoa,South Africa,11,25.0,48.06
Coffee,Somalia,2,1000.0,1778.86
Beans,Lesotho,10,500.0,18.47
Cassava,Guinea,8,25.0,1615.03
Onion,Nigeria,2,25.0,731.6
Maize,Madagascar,10,500.0,1305.28
Rice,Central African Republic,6,25.0,541.54
Irish Potato,Cabo Verde,5,100.0,45.75
Onion,Eswatini,4,500.0,9.24
Plantain,Senegal,2,250.0,302.26
Plantain,Sudan,2,25.0,301.27
Plantain,Comoros,1,1000.0,187.49
Beans,Madagascar,4,25.0,4727.94
Coffee,Cameroon,7,25.0,2426.03
Cassava,Algeria,8,500.0,27.18
Cassava,Benin,1,1000.0,107.44
Cassava,Djibouti,10,100.0,34.89
Plantain,Malawi,7,1000.0,709.53
Cocoa,Zambia,12,500.0,64.82
Beans,Namibia,10,500.0,19.52
Irish Potato,Angola,8,10.0,365.76
Rice,Djibouti,11,1000.0,106.34
Rice,Cameroon,7,50.0,521.49
Tomato,Somalia,4,1000.0,311.03
Maize,Ghana,1,1000.0,4.89
Cassava,South Sudan,8,50.0,664.33
Plantain,Niger,11,10.0,239.28
Beans,Sao Tome and Principe,10,50.0,28.36
Maize,Sierra Leone,2,1000.0,6487.3
Maize,Seychelles,6,25.0,4.22
Onion,Niger,7,25.0,410.04
Plantain,Rwanda,5,500.0,581.56
Maize,Rwanda,11,500.0,390.61
Coffee,Congo (DRC),8,1000.0,8437.68
Plantain,Guinea-Bissau,11,1000.0,228.66
Cocoa,Sierra Leone,2,100.0,62804.32
Onion,Zambia,3,500.0,14.03
Plantain,Togo,11,1000.0,220.08
Rice,Cabo Verde,10,25.0,69.78
Maize,Togo,4,25.0,226.65
Beans,Central African Republic,3,100.0,658.48
Cocoa,Angola,1,250.0,2391.15
Beans,Guinea-Bissau,8,1000.0,542.68
Onion,Benin,6,100.0,373.54
Tomato,Djibouti,1,1000.0,101.15
Maize,Djibouti,12,500.0,54.6
Tomato,Libya,10,10.0,3.64
Tomato,Congo (Republic),12,100.0,439.55
Plantain,Gambia,5,100.0,34.54
Beans,Cote d'Ivoire,2,25.0,715.39
Plantain,Angola,12,25.0,430.02
Plantain,Madagascar,11,250.0,1989.65
Onion,Ghana,9,100.0,10.37
Irish Potato,Somalia,9,1000.0,219.69
Tomato,Gabon,2,500.0,342.0
Cocoa,Eritrea,9,1000.0,37.15
Tomato,Cabo Verde,11,100.0,76.46
Plantain,Mauritania,8,25.0,14.94
Coffee,Cote d'Ivoire,7,1000.0,2335.0
Plantain,Algeria,6,100.0,60.44
Coffee,Mauritius,6,25.0,180.66
Plantain,Chad,10,100.0,250.14
Cocoa,Eswatini,5,25.0,58.98
Cassava,Rwanda,6,25.0,327.54
Cocoa,Angola,4,25.0,3056.11
Irish Potato,Gambia,7,1000.0,24.53
Rice,Burkina Faso,4,25.0,559.0
Cocoa,Cameroon,2,100.0,1602.12
Irish Potato,Botswana,8,10.0,5.77
Rice,Angola,9,1000.0,574.63
Cocoa,Eswatini,8,100.0,56.5
Beans,Ghana,4,100.0,14.4
Maize,Eritrea,5,10.0,5.14
Coffee,Mauritius,9,250.0,150.85
Tomato,Kenya,11,1000.0,78.46
Maize,Kenya,7,250.0,39.57
Coffee,Congo (DRC),5,100.0,12860.89
Onion,Congo (Republic),11,500.0,374.42
Coffee,Angola,5,10.0,3848.17
Tomato,Uganda,10,250.0,2838.9
Tomato,Ethiopia,10,50.0,94.5
Onion,Madagascar,5,500.0,2348.02
Tomato,South Sudan,2,100.0,1921.56
Cocoa,Lesotho,9,250.0,53.32
Beans,Guinea-Bissau,8,1000.0,538.11
Cassava,Eritrea,4,50.0,3.44
Plantain,South Africa,6,10.0,8.88
Plantain,Cote d'Ivoire,4,500.0,285.48
Cassava,Somalia,1,50.0,122.18
Maize,Cote d'Ivoire,11,1000.0,176.21
Cassava,Uganda,12,500.0,722.12
Onion,Senegal,8,50.0,415.34
Onion,Gabon,6,25.0,407.09
Tomato,Kenya,6,1000.0,77.14
Beans,Central African Republic,9,25.0,681.44
Rice,Cabo Verde,10,250.0,71.97
Coffee,Nigeria,12,100.0,5079.95
Onion,Mauritania,8,1000.0,21.76
Maize,Rwanda,4,10.0,469.04
Tomato,Ghana,4,100.0,10.16
Tomato,Burundi,9,25.0,2293.49
Maize,Mozambique,1,1000.0,21.14
Onion,Gambia,12,500.0,37.96
Plantain,Egypt,6,1000.0,20.45
Irish Potato,Cabo Verde,4,500.0,44.02
Tomato,Tunisia,2,250.0,1.84
Maize,Somalia,12,100.0,197.95
Coffee,Sierra Leone,11,500.0,71688.2
Rice,Rwanda,2,10.0,1119.23
Maize,Namibia,5,25.0,6.25
Onion,Tunisia,11,500.0,1.75
Tomato,Mali,9,1000.0,457.78
Plantain,Burkina Faso,12,100.0,265.8
Maize,Burkina Faso,4,50.0,226.04
Coffee,Seychelles,6,1000.0,46.95
Cassava,Ghana,1,25.0,3.31
Plantain,Burundi,8,1000.0,1063.54
Maize,Sao Tome and Principe,2,50.0,8.63
Cocoa,Sudan,8,1000.0,1748.46
Cassava,Togo,8,25.0,122.6
Cocoa,Algeria,5,100.0,464.54
Irish Potato,South Africa,10,500.0,7.86
Rice,South Sudan,8,50.0,2585.43
Cassava,Algeria,12,25.0,28.08
Maize,Namibia,2,25.0,6.38
Maize,Cabo Verde,5,250.0,32.46
Tomato,Equatorial Guinea,4,250.0,358.38
Cassava,Zimbabwe,9,50.0,5.05
Coffee,Mauritius,1,1000.0,136.27
Cocoa,Angola,5,10.0,2897.18
Tomato,Cameroon,12,25.0,477.97
Cassava,Uganda,2,100.0,715.47
Maize,Comoros,2,1000.0,155.92
Rice,Egypt,2,100.0,39.54
Coffee,Mozambique,5,250.0,251.71
Cassava,Algeria,8,10.0,28.31
Maize,Tanzania,1,250.0,944.37
Cassava,Burkina Faso,4,500.0,128.92
Onion,Tunisia,2,25.0,1.55
Irish Potato,Cabo Verde,2,500.0,52.2
Cassava,Niger,10,10.0,117.13
Cocoa,Congo (Republic),9,500.0,1739.85
Tomato,Seychelles,10,10.0,10.88
Cocoa,Seychelles,3,50.0,39.21
Plantain,Eswatini,8,50.0,7.61
Tomato,Benin,5,10.0,417.24
Rice,Djibouti,1,25.0,152.27
Beans,Angola,5,1000.0,783.07
Cassava,Gambia,1,1000.0,11.38
Cassava,Malawi,10,50.0,329.91
Plantain,Cameroon,1,100.0,283.92
Plantain,Guinea-Bissau,2,250.0,295.55
Onion,Congo (DRC),8,500.0,1755.72
Rice,Burundi,12,50.0,2121.92
Beans,Niger,6,250.0,597.45
Tomato,Mozambique,12,500.0,40.76
Coffee,South Sudan,4,250.0,12490.24
Cocoa,Benin,2,10.0,1746.6
Coffee,Zambia,11,500.0,77.33
Cassava,Mozambique,1,1000.0,10.25
Tomato,Cote d'Ivoire,9,100.0,494.85
Cocoa,Central African Republic,6,25.0,2148.42
Cassava,Chad,11,25.0,106.84
Coffee,Eswatini,8,500.0,61.34
Cassava,Zimbabwe,2,500.0,5.01
Plantain,Libya,9,250.0,1.97
Coffee,Guinea,3,500.0,33110.55
Tomato,Angola,7,1000.0,548.8
Cocoa,Nigeria,7,25.0,5745.79
Cassava,Egypt,1,100.0,10.51
Irish Potato,Sudan,12,25.0,314.98
Onion,South Africa,11,10.0,10.25
Rice,Kenya,8,500.0,90.87
Plantain,Botswana,2,1000.0,6.3
Cassava,Mozambique,3,250.0,14.07
Rice,Morocco,8,500.0,7.8
Beans,Congo (Republic),10,500.0,689.61
Cocoa,Egypt,8,250.0,141.94
Irish Potato,Djibouti,4,500.0,79.55
Rice,Mauritius,2,1000.0,29.54
Maize,Sudan,1,250.0,201.63
Tomato,Namibia,8,50.0,13.2
Onion,Madagascar,1,100.0,2323.84
Rice,Ethiopia,3,50.0,99.86
Irish Potato,Guinea,8,10.0,3881.2
Cocoa,Botswana,11,500.0,35.01
Cocoa,Nigeria,4,1000.0,4495.03
Rice,Niger,9,25.0,457.62
Plantain,Eswatini,9,1000.0,5.74
Irish Potato,Equatorial Guinea,9,250.0,293.69
Tomato,Namibia,8,250.0,13.48
Maize,Sudan,4,25.0,198.13
Plantain,Niger,1,25.0,311.4
Rice,Botswana,9,250.0,9.66
Rice,Cabo Verde,11,10.0,71.29
Plantain,Egypt,11,25.0,21.7
Tomato,Ghana,1,500.0,10.07
Onion,Mauritius,8,50.0,30.68
Irish Potato,Kenya,6,500.0,48.98
Cassava,Benin,6,100.0,137.92
Coffee,Burkina Faso,7,500.0,2241.7
Irish Potato,Sudan,4,100.0,295.66
Maize,Rwanda,10,25.0,405.58
Coffee,Sierra Leone,3,250.0,84801.02
Tomato,Guinea,9,100.0,6709.93
Coffee,Morocco,2,50.0,37.07
Coffee,Senegal,3,250.0,2310.44
Rice,Kenya,4,100.0,113.46
Rice,Sierra Leone,1,1000.0,17047.27
Irish Potato,Sao Tome and Principe,9,1000.0,9.1
Cassava,Benin,1,10.0,126.84
Maize,Ghana,2,25.0,5.75
Maize,Seychelles,12,500.0,4.37
Coffee,Sudan,3,250.0,2136.21
Maize,Ghana,5,500.0,4.79
Beans,Niger,7,100.0,612.87
Onion,Eritrea,11,10.0,8.35
Cocoa,Ghana,1,10.0,42.35
Cassava,Mozambique,4,500.0,13.39
Coffee,Congo (Republic),12,50.0,2132.54
Plantain,Cabo Verde,10,250.0,44.63
Cassava,Ethiopia,5,10.0,31.81
Coffee,Cabo Verde,3,1000.0,346.41
Cocoa,Cote d'Ivoire,4,10.0,1731.85
Coffee,Morocco,9,250.0,34.44
Cassava,South Sudan,11,25.0,573.42
Maize,Sierra Leone,12,10.0,7724.97
Cassava,Madagascar,9,10.0,897.17
Onion,Gambia,4,25.0,40.15
Coffee,Lesotho,10,250.0,63.23
Plantain,Ghana,8,100.0,6.52
Beans,Gambia,10,250.0,77.71
Onion,Mauritius,10,25.0,31.36
Irish Potato,Mali,7,500.0,232.9
Maize,Niger,10,10.0,191.4
Plantain,Mauritania,1,1000.0,17.0
Maize,Guinea,10,250.0,2383.74
Irish Potato,Eswatini,10,100.0,8.42
Cassava,Burkina Faso,9,500.0,111.93
Plantain,Sao Tome and Principe,4,100.0,10.86
Cocoa,Rwanda,10,500.0,3776.09
Cassava,Uganda,1,50.0,770.89
Onion,Lesotho,12,25.0,9.98
Rice,Kenya,6,25.0,111.44
Onion,Central African Republic,12,1000.0,282.64
Plantain,Chad,10,500.0,233.29
Irish Potato,Rwanda,10,250.0,690.86
Onion,Comoros,5,500.0,246.86
Cassava,Sao Tome and Principe,10,10.0,4.15
Rice,Guinea,1,250.0,6698.19
Beans,Senegal,6,1000.0,490.92
Tomato,Seychelles,6,250.0,9.13
Plantain,Egypt,12,500.0,20.73
Maize,Benin,11,1000.0,163.88
Cassava,Sao Tome and Principe,7,250.0,4.86
Onion,Senegal,2,10.0,312.42
Beans,Mauritius,6,1000.0,36.49
Tomato,Zambia,9,500.0,18.94
Tomato,Guinea,7,10.0,5957.93
Cocoa,Benin,3,100.0,1925.05
Coffee,Uganda,2,50.0,15236.5
Coffee,Gabon,8,10.0,2187.42
Coffee,Seychelles,3,250.0,52.7
Beans,Somalia,4,10.0,573.81
Cassava,Botswana,5,1000.0,2.82
Onion,Somalia,10,10.0,346.18
Beans,Somalia,12,100.0,676.67
Tomato,Kenya,3,10.0,76.21
Cassava,Morocco,8,50.0,2.15
Irish Potato,Algeria,2,1000.0,59.61
Rice,Morocco,9,500.0,6.77
Irish Potato,Ghana,5,250.0,6.98
Coffee,Malawi,7,25.0,6657.28
Irish Potato,Liberia,8,25.0,84.55
Tomato,Burkina Faso,10,100.0,517.78
Tomato,Senegal,5,250.0,406.83
Onion,Guinea-Bissau,7,10.0,421.48
Beans,Mali,5,10.0,615.36
Irish Potato,Algeria,12,25.0,72.26
Beans,Ghana,2,100.0,16.81
Rice,Comoros,10,100.0,333.64
Cassava,Egypt,12,50.0,9.19
Coffee,Congo (Republic),8,50.0,2151.31
Tomato,Gabon,4,500.0,331.61
Maize,Gambia,4,100.0,22.42
Irish Potato,Liberia,7,1000.0,69.33
Tomato,Djibouti,4,25.0,109.66
Cocoa,Sierra Leone,7,50.0,76914.89
Onion,Madagascar,7,500.0,2716.48
